,id,player,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
18814,73997,sandere02,1995,1,CIN,NL,133,484,91,148,36,6,28,99.0,36.0,12.0,69,122.0,4.0,8.0,0.0,6.0,9.0
18815,74000,santibe01,1995,1,CIN,NL,81,266,40,76,20,0,11,44.0,2.0,2.0,24,48.0,1.0,4.0,0.0,2.0,7.0
18816,74005,schilcu01,1995,1,PHI,NL,17,40,3,7,2,0,0,3.0,0.0,0.0,0,15.0,0.0,0.0,5.0,0.0,1.0
18817,74007,schmija01,1995,1,ATL,NL,9,5,0,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
18818,74008,schofdi02,1995,1,LAN,NL,9,10,0,1,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
18819,74011,seaneru01,1995,1,LAN,NL,37,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
18820,74013,seguida01,1995,1,NYN,NL,33,73,9,24,3,1,2,11.0,1.0,3.0,12,9.0,1.0,1.0,4.0,2.0,2.0
18821,74014,seguida01,1995,2,MON,NL,97,383,59,117,22,3,10,57.0,1.0,4.0,28,38.0,4.0,2.0,4.0,1.0,8.0
18822,74017,servisc01,1995,1,SFN,NL,28,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
18823,74021,sheffga01,1995,1,FLO,NL,63,213,46,69,8,0,16,46.0,19.0,4.0,55,45.0,8.0,4.0,0.0,2.0,3.0
18824,74026,slaugdo01,1995,1,PIT,NL,35,112,13,34,6,0,0,13.0,0.0,0.0,9,8.0,2.0,1.0,1.0,0.0,5.0
18825,74031,smithoz01,1995,1,SLN,NL,44,156,16,31,5,1,0,11.0,4.0,3.0,17,12.0,0.0,2.0,5.0,2.0,6.0
18826,74033,smoltjo01,1995,1,ATL,NL,29,56,5,6,0,0,0,1.0,0.0,0.0,7,25.0,0.0,0.0,6.0,0.0,0.0
18827,74034,sosasa01,1995,1,CHN,NL,144,564,89,151,17,3,36,119.0,34.0,7.0,58,134.0,11.0,5.0,0.0,2.0,8.0
18828,74038,sprinru01,1995,2,PHI,NL,14,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
18829,74040,stantmi02,1995,1,ATL,NL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18830,74041,stinnke01,1995,1,NYN,NL,77,196,23,43,8,1,4,18.0,2.0,0.0,29,65.0,3.0,6.0,0.0,0.0,3.0
18831,74046,sweenma01,1995,1,SLN,NL,37,77,5,21,2,0,2,13.0,1.0,1.0,10,15.0,0.0,0.0,1.0,2.0,3.0
18832,74048,swindgr01,1995,1,HOU,NL,34,50,4,12,3,0,0,5.0,0.0,0.0,3,9.0,0.0,0.0,6.0,0.0,1.0
18833,74051,tapanke01,1995,2,LAN,NL,13,17,0,3,1,0,0,2.0,0.0,0.0,0,7.0,0.0,0.0,3.0,0.0,0.0
18834,74060,thompmi02,1995,1,HOU,NL,92,132,14,29,9,0,2,19.0,4.0,2.0,14,37.0,3.0,1.0,2.0,1.0,3.0
18835,74065,trachst01,1995,1,CHN,NL,30,49,3,13,2,0,0,4.0,0.0,0.0,2,17.0,0.0,0.0,6.0,1.0,0.0
18836,74072,valdeis01,1995,1,LAN,NL,33,62,2,6,0,0,0,1.0,1.0,0.0,1,26.0,0.0,0.0,7.0,0.0,0.0
18837,74075,valenfe01,1995,1,SDN,NL,29,32,3,8,1,0,2,8.0,0.0,0.0,0,6.0,0.0,0.0,3.0,0.0,0.0
18838,74076,vandejo02,1995,1,COL,NL,105,101,15,35,8,1,5,21.0,1.0,1.0,16,23.0,5.0,0.0,0.0,1.0,2.0
18839,74083,villoro01,1995,2,SDN,NL,19,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18840,74084,violafr01,1995,1,CIN,NL,3,6,0,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
18841,74085,vizcajo01,1995,1,NYN,NL,135,509,66,146,21,5,3,56.0,8.0,3.0,35,76.0,4.0,1.0,13.0,3.0,14.0
18842,74089,walkela01,1995,1,COL,NL,131,494,96,151,31,5,36,101.0,16.0,3.0,49,72.0,13.0,14.0,0.0,5.0,13.0
18843,74092,wallati01,1995,1,LAN,NL,97,327,24,87,22,2,9,38.0,0.0,0.0,27,69.0,4.0,4.0,0.0,4.0,11.0
18844,74096,weathda01,1995,1,FLO,NL,28,26,1,4,0,0,0,1.0,0.0,0.0,0,17.0,0.0,0.0,5.0,0.0,0.0
18845,74098,webstmi01,1995,1,LAN,NL,54,56,6,10,1,1,1,3.0,0.0,0.0,4,14.0,1.0,1.0,2.0,0.0,1.0
18846,74101,wellsda01,1995,2,CIN,NL,11,28,2,4,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
18847,74105,whitema01,1995,2,PHI,NL,60,212,38,57,10,1,11,37.0,7.0,0.0,31,63.0,1.0,1.0,0.0,0.0,4.0
18848,74106,whiteri01,1995,1,PIT,NL,15,15,1,1,1,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,2.0,0.0,0.0
18849,74107,whitero02,1995,1,MON,NL,130,474,87,140,33,4,13,57.0,25.0,5.0,41,87.0,1.0,6.0,0.0,4.0,11.0
18850,74109,wilkiri01,1995,1,CHN,NL,50,162,24,31,2,0,6,14.0,0.0,0.0,36,51.0,1.0,1.0,0.0,1.0,8.0
18851,74110,wilkiri01,1995,2,HOU,NL,15,40,6,10,1,0,1,5.0,0.0,0.0,10,10.0,1.0,0.0,0.0,1.0,1.0
18852,74113,willima04,1995,1,SFN,NL,76,283,53,95,17,1,23,65.0,2.0,0.0,30,58.0,8.0,2.0,0.0,3.0,8.0
18853,74120,wittbo01,1995,1,FLO,NL,21,32,0,2,1,0,0,2.0,0.0,0.0,1,10.0,0.0,0.0,4.0,1.0,0.0
18854,74123,worreti01,1995,1,SDN,NL,9,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18855,74127,younger01,1995,1,COL,NL,120,366,68,116,21,9,6,36.0,35.0,12.0,49,29.0,3.0,5.0,3.0,1.0,4.0
18856,74129,zeileto01,1995,1,SLN,NL,34,127,16,37,6,0,5,22.0,1.0,0.0,18,23.0,1.0,1.0,0.0,2.0,2.0
18857,74130,zeileto01,1995,2,CHN,NL,79,299,34,68,16,0,9,30.0,0.0,0.0,16,53.0,0.0,3.0,4.0,3.0,11.0
18858,74136,aguilri01,1996,1,MIN,AL,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18859,74143,alomaro01,1996,1,BAL,AL,153,588,132,193,43,4,22,94.0,17.0,6.0,90,65.0,10.0,1.0,8.0,12.0,14.0
18860,74144,alomasa02,1996,1,CLE,AL,127,418,53,110,23,0,11,50.0,1.0,0.0,19,42.0,0.0,3.0,2.0,2.0,20.0
18861,74145,alvarwi01,1996,1,CHA,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18862,74147,anderbr01,1996,1,BAL,AL,149,579,117,172,37,5,50,110.0,21.0,8.0,76,106.0,1.0,22.0,6.0,4.0,11.0
18863,74152,appieke01,1996,1,KCA,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18864,74154,assenpa01,1996,1,CLE,AL,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18865,74155,ausmubr01,1996,2,DET,AL,75,226,30,56,12,0,4,22.0,3.0,4.0,26,45.0,1.0,2.0,5.0,2.0,4.0
18866,74157,baergca01,1996,1,CLE,AL,100,424,54,113,25,0,10,55.0,1.0,1.0,16,25.0,0.0,7.0,2.0,4.0,15.0
18867,74158,baineha01,1996,1,CHA,AL,143,495,80,154,29,0,22,95.0,3.0,1.0,73,62.0,7.0,1.0,0.0,3.0,20.0
18868,74166,belchti01,1996,1,KCA,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18869,74170,benitar01,1996,1,BAL,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18870,74178,boggswa01,1996,1,NYA,AL,132,501,80,156,29,2,2,41.0,1.0,2.0,67,32.0,7.0,0.0,1.0,5.0,10.0
18871,74182,bonilbo01,1996,1,BAL,AL,159,595,107,171,27,5,28,116.0,1.0,3.0,75,85.0,7.0,5.0,0.0,17.0,13.0
18872,74183,bordepa01,1996,2,CAL,AL,19,57,6,13,3,0,2,8.0,0.0,1.0,3,11.0,0.0,0.0,1.0,0.0,1.0
18873,74184,bordepa01,1996,3,CHA,AL,31,94,6,26,1,0,3,6.0,0.0,0.0,5,18.0,0.0,0.0,3.0,0.0,2.0
18874,74185,bordimi01,1996,1,OAK,AL,155,525,46,126,18,4,5,54.0,5.0,6.0,52,59.0,0.0,1.0,4.0,5.0,8.0
18875,74204,buhneja01,1996,1,SEA,AL,150,564,107,153,29,0,44,138.0,0.0,1.0,84,159.0,5.0,9.0,0.0,10.0,11.0
18876,74205,burkejo03,1996,2,TEX,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18877,74206,burnije01,1996,1,CLE,AL,71,128,30,36,10,0,7,26.0,2.0,1.0,25,31.0,1.0,2.0,0.0,0.0,3.0
18878,74207,burnije01,1996,2,ML4,AL,23,72,8,17,4,0,2,14.0,2.0,0.0,8,16.0,1.0,2.0,0.0,2.0,1.0
18879,74212,cansejo01,1996,1,BOS,AL,96,360,68,104,22,1,28,82.0,3.0,1.0,63,82.0,3.0,6.0,0.0,3.0,7.0
18880,74218,cartejo01,1996,1,TOR,AL,157,625,84,158,35,7,30,107.0,7.0,6.0,44,106.0,2.0,7.0,0.0,6.0,12.0
18881,74225,charlno01,1996,1,SEA,AL,70,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18882,74228,cirilje01,1996,1,ML4,AL,158,566,101,184,46,5,15,83.0,4.0,9.0,58,69.0,0.0,7.0,6.0,6.0,14.0
18883,74232,clarkwi02,1996,1,TEX,AL,117,436,69,124,25,1,13,72.0,2.0,1.0,64,67.0,5.0,5.0,0.0,7.0,10.0
18884,74233,clemero02,1996,1,BOS,AL,34,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18885,74235,coneda01,1996,1,NYA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18886,74236,cookde01,1996,1,TEX,AL,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18887,74241,cordewi01,1996,1,BOS,AL,59,198,29,57,14,0,3,37.0,2.0,1.0,11,31.0,4.0,2.0,1.0,1.0,8.0
18888,74253,davisch01,1996,1,CAL,AL,145,530,73,155,24,0,28,95.0,5.0,2.0,86,99.0,11.0,0.0,1.0,6.0,18.0
18889,74258,delgaca01,1996,1,TOR,AL,138,488,68,132,28,2,25,92.0,0.0,0.0,58,139.0,2.0,9.0,0.0,8.0,13.0
18890,74266,duncama01,1996,1,NYA,AL,109,400,62,136,34,3,8,56.0,4.0,3.0,9,77.0,1.0,1.0,2.0,5.0,10.0
18891,74270,easleda01,1996,1,CAL,AL,28,45,4,7,1,0,2,7.0,0.0,0.0,6,12.0,0.0,0.0,3.0,0.0,0.0
18892,74271,easleda01,1996,2,DET,AL,21,67,10,23,1,0,2,10.0,3.0,1.0,4,13.0,0.0,1.0,2.0,1.0,0.0
18893,74273,edmonji01,1996,1,CAL,AL,114,431,73,131,28,3,27,66.0,4.0,0.0,46,101.0,2.0,4.0,0.0,2.0,8.0
18894,74281,embreal01,1996,1,CLE,AL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18895,74282,ericksc01,1996,1,BAL,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18896,74291,fettemi01,1996,1,ML4,AL,61,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18897,74292,fieldce01,1996,1,DET,AL,107,391,55,97,12,0,26,80.0,2.0,0.0,63,91.0,8.0,3.0,0.0,3.0,11.0
18898,74293,fieldce01,1996,2,NYA,AL,53,200,30,52,8,0,13,37.0,0.0,0.0,24,48.0,4.0,2.0,0.0,2.0,7.0
18899,74294,finlech01,1996,1,CAL,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18900,74295,flahejo01,1996,1,DET,AL,47,152,18,38,12,0,4,23.0,1.0,0.0,8,25.0,1.0,1.0,3.0,1.0,5.0
18901,74300,francju01,1996,1,CLE,AL,112,432,72,139,20,1,14,76.0,8.0,8.0,61,82.0,2.0,3.0,0.0,3.0,14.0
18902,74315,girarjo01,1996,1,NYA,AL,124,422,55,124,22,3,2,45.0,13.0,4.0,30,55.0,1.0,5.0,11.0,3.0,11.0
18903,74319,gomezch02,1996,1,DET,AL,48,128,21,31,5,0,1,16.0,1.0,1.0,18,20.0,0.0,1.0,3.0,0.0,5.0
18904,74320,gonzaal01,1996,1,TOR,AL,147,527,64,124,30,5,14,64.0,16.0,6.0,45,127.0,0.0,5.0,7.0,3.0,12.0
18905,74321,gonzaju03,1996,1,TEX,AL,134,541,89,170,33,2,47,144.0,2.0,0.0,45,82.0,12.0,3.0,0.0,3.0,10.0
18906,74323,goodedw01,1996,1,NYA,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18907,74324,goodwto01,1996,1,KCA,AL,143,524,80,148,14,4,1,35.0,66.0,22.0,39,79.0,0.0,2.0,21.0,1.0,3.0
18908,74325,gordoto01,1996,1,BOS,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18909,74329,greensh01,1996,1,TOR,AL,132,422,52,118,32,3,11,45.0,5.0,1.0,33,75.0,3.0,8.0,0.0,2.0,9.0
18910,74332,griffke02,1996,1,SEA,AL,140,545,125,165,26,2,49,140.0,16.0,1.0,78,104.0,13.0,7.0,1.0,7.0,7.0
18911,74333,grimsja01,1996,1,CAL,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18912,74334,groombu01,1996,1,OAK,AL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18913,74335,grosske01,1996,1,TEX,AL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18914,74337,guarded01,1996,1,MIN,AL,83,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18915,74340,guilloz01,1996,1,CHA,AL,150,499,62,131,24,8,4,45.0,6.0,5.0,10,27.0,0.0,0.0,12.0,7.0,10.0
18916,74345,hamilda02,1996,1,TEX,AL,148,627,94,184,29,4,6,51.0,15.0,5.0,54,66.0,4.0,2.0,7.0,6.0,15.0
18917,74346,hammoje01,1996,1,BAL,AL,71,248,38,56,10,1,9,27.0,3.0,3.0,23,53.0,1.0,4.0,6.0,1.0,7.0
18918,74357,hayesch01,1996,2,NYA,AL,20,67,7,19,3,0,2,13.0,0.0,0.0,1,12.0,0.0,0.0,1.0,0.0,1.0
18919,74359,helliri01,1996,1,TEX,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18920,74363,hernaro01,1996,1,CHA,AL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18921,74365,hershor01,1996,1,CLE,AL,33,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18922,74368,hillke01,1996,1,TEX,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18923,74369,hitchst01,1996,1,SEA,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18924,74392,incavpe01,1996,2,BAL,AL,12,33,4,10,2,0,2,8.0,0.0,0.0,0,7.0,0.0,1.0,0.0,1.0,0.0
18925,74394,jacksmi02,1996,1,SEA,AL,73,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18926,74404,johnsra05,1996,1,SEA,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18927,74405,jonesdo01,1996,2,ML4,AL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18928,74414,kellyro01,1996,1,MIN,AL,98,322,41,104,17,4,6,47.0,10.0,2.0,23,53.0,0.0,7.0,0.0,5.0,17.0
18929,74415,kentje01,1996,2,CLE,AL,39,102,16,27,7,0,3,16.0,2.0,1.0,10,22.0,0.0,1.0,0.0,3.0,1.0
18930,74416,keyji01,1996,1,NYA,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18931,74426,kreutch01,1996,1,CHA,AL,46,114,14,25,8,0,3,18.0,0.0,0.0,13,29.0,0.0,2.0,2.0,1.0,2.0
18932,74429,langsma01,1996,1,CAL,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18933,74430,lawtoma02,1996,1,MIN,AL,79,252,34,65,7,1,6,42.0,4.0,4.0,28,28.0,1.0,4.0,0.0,2.0,6.0
18934,74437,lewisda01,1996,1,CHA,AL,141,337,55,77,12,2,4,53.0,21.0,5.0,45,40.0,1.0,3.0,15.0,5.0,9.0
18935,74440,leyriji01,1996,1,NYA,AL,88,265,23,70,10,0,7,40.0,2.0,0.0,30,68.0,3.0,9.0,2.0,3.0,11.0
18936,74448,loftoke01,1996,1,CLE,AL,154,662,132,210,35,4,14,67.0,75.0,17.0,61,82.0,3.0,0.0,7.0,6.0,7.0
18937,74455,maddumi01,1996,1,BOS,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18938,74464,martida01,1996,1,CHA,AL,146,440,85,140,20,8,10,53.0,15.0,7.0,52,52.0,1.0,3.0,2.0,1.0,4.0
18939,74465,martide01,1996,1,CLE,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18940,74466,martied01,1996,1,SEA,AL,139,499,121,163,52,2,26,103.0,3.0,3.0,123,84.0,12.0,8.0,0.0,4.0,15.0
18941,74470,martiti02,1996,1,NYA,AL,155,595,82,174,28,0,25,117.0,2.0,1.0,68,85.0,4.0,2.0,1.0,5.0,18.0
18942,74483,mcelrch01,1996,2,CAL,AL,40,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18943,74484,mcgwima01,1996,1,OAK,AL,130,423,104,132,21,0,52,113.0,0.0,0.0,116,112.0,16.0,8.0,0.0,1.0,14.0
18944,74487,mclemma01,1996,1,TEX,AL,147,517,84,150,23,4,5,46.0,27.0,10.0,87,69.0,5.0,0.0,2.0,5.0,16.0
18945,74495,merckke01,1996,1,BAL,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18946,74496,merckke01,1996,2,CLE,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18947,74497,mesajo01,1996,1,CLE,AL,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18948,74508,mitchke01,1996,1,BOS,AL,27,92,9,28,4,0,2,13.0,0.0,0.0,11,14.0,0.0,1.0,0.0,0.0,3.0
18949,74512,molitpa01,1996,1,MIN,AL,161,660,99,225,41,8,9,113.0,18.0,6.0,56,72.0,10.0,3.0,0.0,9.0,21.0
18950,74519,moyerja01,1996,1,BOS,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18951,74520,moyerja01,1996,2,SEA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18952,74521,mulhote01,1996,2,SEA,AL,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18953,74524,murraed02,1996,1,CLE,AL,88,336,33,88,9,1,12,45.0,3.0,0.0,34,45.0,2.0,0.0,0.0,4.0,13.0
18954,74525,murraed02,1996,2,BAL,AL,64,230,36,59,12,0,10,34.0,1.0,0.0,27,42.0,4.0,0.0,0.0,6.0,6.0
18955,74526,mussimi01,1996,1,BAL,AL,36,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18956,74527,myersgr01,1996,1,MIN,AL,97,329,37,94,22,3,6,47.0,0.0,0.0,19,52.0,3.0,0.0,0.0,5.0,11.0
18957,74529,myersmi01,1996,1,DET,AL,83,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18958,74530,myersra01,1996,1,BAL,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18959,74535,nelsoje01,1996,1,NYA,AL,73,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18960,74536,nevinph01,1996,1,DET,AL,38,120,15,35,5,0,8,19.0,1.0,0.0,8,39.0,0.0,1.0,0.0,1.0,1.0
18961,74542,nixonot01,1996,1,TOR,AL,125,496,87,142,15,1,1,29.0,54.0,13.0,71,68.0,1.0,1.0,7.0,0.0,9.0
18962,74547,obriech01,1996,1,TOR,AL,109,324,33,77,17,0,13,44.0,0.0,1.0,29,68.0,1.0,17.0,3.0,2.0,8.0
18963,74548,offerjo01,1996,1,KCA,AL,151,561,85,170,33,8,5,47.0,24.0,10.0,74,98.0,3.0,1.0,7.0,2.0,9.0
18964,74551,olerujo01,1996,1,TOR,AL,125,398,59,109,25,0,18,61.0,1.0,0.0,60,37.0,6.0,10.0,0.0,1.0,10.0
18965,74552,olivaom01,1996,1,DET,AL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18966,74553,oliveda02,1996,1,TEX,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18967,74554,olsongr01,1996,1,DET,AL,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18968,74555,oneilpa01,1996,1,NYA,AL,150,546,89,165,35,1,19,91.0,0.0,1.0,102,76.0,8.0,4.0,0.0,8.0,21.0
18969,74556,oroscje01,1996,1,BAL,AL,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18970,74558,palmede01,1996,1,TEX,AL,154,582,98,163,26,2,38,107.0,2.0,0.0,59,145.0,4.0,5.0,0.0,6.0,15.0
18971,74560,palmera01,1996,1,BAL,AL,162,626,110,181,40,2,39,142.0,8.0,0.0,95,96.0,12.0,3.0,0.0,8.0,9.0
18972,74562,parenma01,1996,1,DET,AL,38,104,13,25,6,0,7,17.0,0.0,0.0,3,27.0,0.0,0.0,0.0,1.0,2.0
18973,74563,parenma01,1996,2,BAL,AL,18,33,4,6,1,0,2,6.0,0.0,0.0,2,10.0,0.0,0.0,1.0,0.0,1.0
18974,74570,penato01,1996,1,CLE,AL,67,174,14,34,4,0,1,27.0,0.0,1.0,15,25.0,0.0,0.0,3.0,3.0,8.0
18975,74580,phillto02,1996,1,CHA,AL,153,581,119,161,29,3,12,63.0,13.0,8.0,125,132.0,9.0,4.0,1.0,8.0,6.0
18976,74585,plunker01,1996,1,CLE,AL,56,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18977,74587,polonlu01,1996,1,BAL,AL,58,175,25,42,4,1,2,14.0,8.0,6.0,10,20.0,0.0,1.0,1.0,0.0,10.0
18978,74588,pooleji02,1996,1,CLE,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18979,74596,quantpa01,1996,1,TOR,AL,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18980,74600,raineti01,1996,1,NYA,AL,59,201,45,57,10,0,9,33.0,10.0,1.0,34,29.0,1.0,1.0,0.0,4.0,5.0
18981,74601,ramirma02,1996,1,CLE,AL,152,550,94,170,45,3,33,112.0,8.0,5.0,85,104.0,8.0,3.0,0.0,9.0,18.0
18982,74606,rhodear01,1996,1,BAL,AL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18983,74608,ripkeca01,1996,1,BAL,AL,163,640,94,178,40,1,26,102.0,1.0,2.0,59,78.0,3.0,4.0,0.0,4.0,28.0
18984,74619,rodriiv01,1996,1,TEX,AL,153,639,116,192,47,3,19,86.0,5.0,0.0,38,55.0,7.0,4.0,0.0,4.0,15.0
18985,74622,rogerke01,1996,1,NYA,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18986,74625,russeje01,1996,1,TEX,AL,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18987,74629,samueju01,1996,1,TOR,AL,69,188,34,48,8,3,8,26.0,9.0,1.0,15,65.0,0.0,3.0,0.0,1.0,2.0
18988,74630,sandesc01,1996,1,CAL,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18989,74635,schofdi02,1996,1,CAL,AL,13,16,3,4,0,0,0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
18990,74639,seleaa01,1996,1,BOS,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18991,74644,sierrru01,1996,1,NYA,AL,96,360,39,93,17,1,11,52.0,1.0,3.0,40,58.0,11.0,0.0,0.0,7.0,10.0
18992,74645,sierrru01,1996,2,DET,AL,46,158,22,35,9,1,1,20.0,3.0,1.0,20,25.0,1.0,0.0,0.0,2.0,2.0
18993,74650,slaugdo01,1996,1,CAL,AL,62,207,23,67,9,0,6,32.0,0.0,0.0,13,20.0,0.0,2.0,0.0,2.0,12.0
18994,74651,slaugdo01,1996,2,CHA,AL,14,36,2,9,1,0,0,4.0,0.0,0.0,2,2.0,0.0,0.0,1.0,0.0,4.0
18995,74654,smithle02,1996,1,CAL,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18996,74657,snowjt01,1996,1,CAL,AL,155,575,69,148,20,1,17,67.0,1.0,6.0,56,96.0,6.0,5.0,2.0,3.0,19.0
18997,74659,sojolu01,1996,1,SEA,AL,77,247,20,52,8,1,1,16.0,2.0,2.0,10,13.0,0.0,1.0,6.0,0.0,8.0
